,Society,Award,Gender,pred_gender
848,Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1,1
849,Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1,1
850,Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1,0
851,Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1,1
852,Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1,1
853,Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1,1
854,Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1,1
855,Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1,0
856,Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1,1
857,Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1,1
858,Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1,1
859,Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1,1
860,Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1,1
861,Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1,1
862,Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1,1
863,Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1,0
864,Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1,1
865,Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1,0
866,Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1,1
867,Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1,1
868,Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1,0
869,Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1,1
870,Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1,0
871,Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,2,0
872,Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1,0
873,Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1,0
874,Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1,1
875,Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,0,0
876,Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1,1
877,Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,2,0
878,Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1,1
879,Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1,1
880,Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1,0
881,Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1,1
882,Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1,1
883,Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1,1
884,Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1,0
885,Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1,0
886,Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1,1
887,Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1,0
888,Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,0,0
889,Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1,1
890,Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1,0
891,Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1,1
892,Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,1,0
893,Society of Nuclear Medicine & Molecular Imaging,Paul C. Aebersold Award ,2,0
894,Society of Nuclear Medicine & Molecular Imaging,"Marc Tetalman, MD, Memorial Award",1,1
895,Society of Nuclear Medicine & Molecular Imaging,"Marc Tetalman, MD, Memorial Award",1,0
896,Society of Nuclear Medicine & Molecular Imaging,"Marc Tetalman, MD, Memorial Award",1,1
897,Society of Nuclear Medicine & Molecular Imaging,"Marc Tetalman, MD, Memorial Award",1,0
898,Society of Nuclear Medicine & Molecular Imaging,"Marc Tetalman, MD, Memorial Award",2,0
899,Society of Nuclear Medicine & Molecular Imaging,"Marc Tetalman, MD, Memorial Award",1,0
900,Society of Nuclear Medicine & Molecular Imaging,"Marc Tetalman, MD, Memorial Award",1,1
901,Society of Nuclear Medicine & Molecular Imaging,"Marc Tetalman, MD, Memorial Award",1,1
902,Society of Nuclear Medicine & Molecular Imaging,"Marc Tetalman, MD, Memorial Award",1,0
903,Society of Nuclear Medicine & Molecular Imaging,"Marc Tetalman, MD, Memorial Award",0,1
904,Society of Nuclear Medicine & Molecular Imaging,"Marc Tetalman, MD, Memorial Award",0,0
905,Society of Nuclear Medicine & Molecular Imaging,"Marc Tetalman, MD, Memorial Award",1,0
906,Society of Nuclear Medicine & Molecular Imaging,"Marc Tetalman, MD, Memorial Award",1,0
907,Society of Nuclear Medicine & Molecular Imaging,"Marc Tetalman, MD, Memorial Award",1,1
908,Society of Nuclear Medicine & Molecular Imaging,"Marc Tetalman, MD, Memorial Award",1,0
909,Society of Nuclear Medicine & Molecular Imaging,"Marc Tetalman, MD, Memorial Award",0,1
910,Society of Nuclear Medicine & Molecular Imaging,"Marc Tetalman, MD, Memorial Award",1,1
911,Society of Nuclear Medicine & Molecular Imaging,"Marc Tetalman, MD, Memorial Award",2,0
912,Society of Nuclear Medicine & Molecular Imaging,"Marc Tetalman, MD, Memorial Award",1,0
913,Society of Nuclear Medicine & Molecular Imaging,"Marc Tetalman, MD, Memorial Award",1,0
914,Society of Nuclear Medicine & Molecular Imaging,"Marc Tetalman, MD, Memorial Award",1,1
915,Society of Nuclear Medicine & Molecular Imaging,"Marc Tetalman, MD, Memorial Award",1,0
916,Society of Nuclear Medicine & Molecular Imaging,"Ursula Mary Kocemba-Slosky, PhD Professional Relations Fellowship Award",1,0
917,Society of Nuclear Medicine & Molecular Imaging,"Ursula Mary Kocemba-Slosky, PhD Professional Relations Fellowship Award",2,2
918,Society of Nuclear Medicine & Molecular Imaging,"Ursula Mary Kocemba-Slosky, PhD Professional Relations Fellowship Award",2,0
919,Society of Nuclear Medicine & Molecular Imaging,"Ursula Mary Kocemba-Slosky, PhD Professional Relations Fellowship Award",1,1
920,Society of Nuclear Medicine & Molecular Imaging,"Ursula Mary Kocemba-Slosky, PhD Professional Relations Fellowship Award",2,0
921,Society of Nuclear Medicine & Molecular Imaging,"Ursula Mary Kocemba-Slosky, PhD Professional Relations Fellowship Award",1,0
922,Society of Nuclear Medicine & Molecular Imaging,"Robert E. Henkin, MD, Government Relations Fellowship Award",2,0
923,Society of Nuclear Medicine & Molecular Imaging,"Robert E. Henkin, MD, Government Relations Fellowship Award",1,0
924,Society of Nuclear Medicine & Molecular Imaging,"Robert E. Henkin, MD, Government Relations Fellowship Award",2,0
925,Society of Nuclear Medicine & Molecular Imaging,"Robert E. Henkin, MD, Government Relations Fellowship Award",1,1
926,Society of Nuclear Medicine & Molecular Imaging,"Robert E. Henkin, MD, Government Relations Fellowship Award",2,2
927,Society of Nuclear Medicine & Molecular Imaging,"Robert E. Henkin, MD, Government Relations Fellowship Award",1,0
928,Society of Nuclear Medicine & Molecular Imaging,"Robert E. Henkin, MD, Government Relations Fellowship Award",1,1
929,Society of Nuclear Medicine & Molecular Imaging,"Robert E. Henkin, MD, Government Relations Fellowship Award",1,1
930,Society of Nuclear Medicine & Molecular Imaging,"Robert E. Henkin, MD, Government Relations Fellowship Award",1,1
931,Society of Nuclear Medicine & Molecular Imaging,"Robert E. Henkin, MD, Government Relations Fellowship Award",1,0
932,Society of Nuclear Medicine & Molecular Imaging,"Robert E. Henkin, MD, Government Relations Fellowship Award",2,1
933,Society of Nuclear Medicine & Molecular Imaging,"Robert E. Henkin, MD, Government Relations Fellowship Award",1,1
934,Society of Nuclear Medicine & Molecular Imaging,"Robert E. Henkin, MD, Government Relations Fellowship Award",2,2
935,Society of Nuclear Medicine & Molecular Imaging,"Robert E. Henkin, MD, Government Relations Fellowship Award",2,2
936,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,0
937,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,0
938,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,1
939,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,0
940,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,0
941,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,2,2
942,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,2,0
943,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,0
944,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,1
945,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,0
946,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,2,0
947,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,2,0
948,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,1
949,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,2,0
950,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,1
951,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,0
952,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,2,0
953,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,1
954,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,1
955,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,1
956,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,0
957,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,1
958,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,0
959,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,1
960,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,2
961,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,1
962,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,1
963,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,0
964,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,1
965,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,0
966,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,0
967,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,0
968,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,1
969,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,2,0
970,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,0
971,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,0,1
972,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,1
973,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,1
974,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,2,0
975,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,1
976,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,1
977,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,1
978,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,2,0
979,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,1
980,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,0
981,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,1
982,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,1
983,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,1
984,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,0
985,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,0,0
986,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,0
987,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,1
988,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,1
989,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,0
990,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,0,1
991,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,0,0
992,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,0,0
993,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,0,1
994,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,1
995,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,0
996,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,0,1
997,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,1
998,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,1
999,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,0
1000,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,1
1001,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,2,0
1002,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,0,0
1003,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,2,0
1004,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,0,1
1005,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,1
1006,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,1
1007,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,1
1008,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,1
1009,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,2,0
1010,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,0
1011,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,1
1012,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,0,0
1013,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,1
1014,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,1
1015,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,0,2
1016,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,1
1017,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,2
1018,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,1
1019,Society of Nuclear Medicine & Molecular Imaging,SNMMI Presidential Distinguished Service Award,1,1
1020,Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",1,1
1021,Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",2,0
1022,Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",2,0
1023,Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",2,2
1024,Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",1,0
1025,Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",1,1
1026,Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",0,0
1027,Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",0,0
1028,Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",2,0
1029,Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",2,0
1030,Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",1,1
1031,Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",1,0
1032,Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",2,1
1033,Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",2,2
1034,Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",1,1
1035,Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",1,1
1036,Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",1,1
1037,Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",2,0
1038,Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",2,2
1039,Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",0,0
1040,Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",1,1
1041,Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",1,1
1042,Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",1,0
1043,Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",1,1
1044,Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",1,1
1045,Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",1,1
1046,Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",1,1
1047,Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",1,1
1048,Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",1,1
1049,Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",1,1
1050,Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",1,0
1051,Society of Nuclear Medicine & Molecular Imaging,"Distinguished Educator Award
",1,1
1052,Society of Radiologists in Ultrasound,Distinguished Service Award,2,0
1053,Society of Radiologists in Ultrasound,Distinguished Service Award,2,0
1054,Society of Radiologists in Ultrasound,Distinguished Service Award,2,2
1055,Society of Radiologists in Ultrasound,Distinguished Service Award,1,1
1056,Society of Radiologists in Ultrasound,Distinguished Service Award,1,0
1057,Society of Radiologists in Ultrasound,Distinguished Service Award,1,0
1058,Society of Radiologists in Ultrasound,Distinguished Service Award,2,0
1059,Society of Radiologists in Ultrasound,Distinguished Service Award,1,1
1060,Society of Radiologists in Ultrasound,Distinguished Service Award,1,1
1061,Society of Radiologists in Ultrasound,Distinguished Service Award,1,1
1062,Society of Radiologists in Ultrasound,Distinguished Service Award,1,1
1063,Society of Radiologists in Ultrasound,Distinguished Service Award,1,1
1064,Society of Radiologists in Ultrasound,Unknown,1,0
1065,Society of Radiologists in Ultrasound,Unknown,1,1
1066,Society of Radiologists in Ultrasound,Unknown,1,0
1067,Society of Radiologists in Ultrasound,Unknown,1,1
1068,Society of Radiologists in Ultrasound,Unknown,2,2
1069,Society of Radiologists in Ultrasound,Unknown,1,1
1070,Society of Radiologists in Ultrasound,Unknown,2,0
1071,Society of Radiologists in Ultrasound,Unknown,1,0
1072,Society of Radiologists in Ultrasound,Unknown,2,0
1073,Society of Radiologists in Ultrasound,Unknown,1,1
1074,Society of Radiologists in Ultrasound,Unknown,1,1
1075,Society of Radiologists in Ultrasound,Unknown2,1,0
1076,Society of Radiologists in Ultrasound,For teaching and Research in Women's Imaging.,2,1
1077,Society of Skeletal Radiology ,SSR Seed Grant Research Award ,2,2
1078,Society of Skeletal Radiology ,SSR Seed Grant Research Award ,2,0
1079,Society of Skeletal Radiology ,SSR Seed Grant Research Award ,1,1
1080,Society of Skeletal Radiology ,SSR Seed Grant Research Award ,1,1
1081,Society of Skeletal Radiology ,SSR Seed Grant Research Award ,1,0
1082,Society of Skeletal Radiology ,SSR Seed Grant Research Award ,1,0
1083,Society of Skeletal Radiology ,SSR Paper Awards for presentation at ESSR annual meeting ,2,0
1084,Society of Skeletal Radiology ,SSR Paper Awards for presentation at ISS annual meeting ,1,0
1085,Society of Skeletal Radiology ,SSR Paper Awards for presentation at ISS annual meeting ,1,0
1086,Society of Skeletal Radiology ,SSR Paper Awards for presentation at ISS annual meeting ,1,0
1087,Society of Skeletal Radiology ,SSR Paper Awards for presentation at ISS annual meeting ,1,1
1088,Society of Skeletal Radiology ,SSR Paper Awards for presentation at ISS annual meeting ,2,0
1089,Society of Skeletal Radiology ,SSR Paper Awards for presentation at ISS annual meeting ,1,0
1090,Society of Skeletal Radiology ,SSR Paper Awards for presentation at ISS annual meeting ,1,1
1091,Society of Skeletal Radiology ,SSR Paper Awards for presentation at ISS annual meeting ,1,1
1092,Society of Skeletal Radiology ,SSR Paper Awards for presentation at ISS annual meeting ,2,0
1093,Society of Skeletal Radiology ,SSR Paper Awards for presentation at ISS annual meeting ,1,0
1094,Society of Skeletal Radiology ,SSR Paper Awards for presentation at ISS annual meeting ,2,0
1095,Society of Skeletal Radiology ,SSR Paper Awards for presentation at ISS annual meeting ,2,1
1096,Society of Skeletal Radiology ,SSR Paper Awards for presentation at ISS annual meeting ,2,0
1097,Society of Skeletal Radiology ,SSR Paper Awards for presentation at ISS annual meeting ,2,1
1098,Society of Skeletal Radiology ,SSR Paper Awards for presentation at ISS annual meeting ,2,1
1099,Society of Skeletal Radiology ,SSR Paper Awards for presentation at ISS annual meeting ,1,0
1100,Society of Skeletal Radiology ,SSR Paper Awards for presentation at ISS annual meeting ,2,1
1101,Society of Skeletal Radiology ,SSR Paper Awards for presentation at ISS annual meeting ,1,1
1102,Society of Skeletal Radiology ,SSR Paper Awards for presentation at ISS annual meeting ,1,0
1103,Society of Skeletal Radiology ,SSR Paper Awards for presentation at ISS annual meeting ,1,0
1104,Society of Skeletal Radiology ,SSR Paper Awards for Presentation at RSNA annual meeting ,2,0
1105,Society of Skeletal Radiology ,SSR Paper Awards for Presentation at RSNA annual meeting ,1,0
1106,Society of Skeletal Radiology ,SSR Paper Awards for Presentation at RSNA annual meeting ,2,1
1107,Society of Skeletal Radiology ,SSR Paper Awards for Presentation at RSNA annual meeting ,2,0
1108,Society of Skeletal Radiology ,SSR Paper Awards for Presentation at RSNA annual meeting ,1,0
1109,Society of Skeletal Radiology ,SSR Paper Awards for Presentation at RSNA annual meeting ,1,1
1110,Society of Skeletal Radiology ,SSR Paper Awards for Presentation at RSNA annual meeting ,2,0
1111,Society of Skeletal Radiology ,SSR Paper Awards for Presentation at RSNA annual meeting ,1,0
1112,Society of Skeletal Radiology ,SSR Paper Awards for Presentation at RSNA annual meeting ,2,1
1113,Society of Skeletal Radiology ,SSR Paper Awards for Presentation at RSNA annual meeting ,1,0
1114,Society of Skeletal Radiology ,SSR Paper Awards for Presentation at RSNA annual meeting ,1,1
1115,Society of Skeletal Radiology ,SSR Paper Awards for Presentation at RSNA annual meeting ,1,1
1116,Society of Skeletal Radiology ,SSR Paper Awards for Presentation at RSNA annual meeting ,1,0
1117,Society of Skeletal Radiology ,SSR Paper Awards for Presentation at RSNA annual meeting ,2,0
1118,Society of Skeletal Radiology ,SSR Paper Awards for Presentation at RSNA annual meeting ,1,0
1119,Society of Skeletal Radiology ,Patrick T. Liu Innovation in Research Award ,1,0
1120,Society of Skeletal Radiology ,Patrick T. Liu Innovation in Research Award ,1,1
1121,Society of Skeletal Radiology ,Patrick T. Liu Innovation in Research Award ,1,1
1122,Society of Skeletal Radiology ,Patrick T. Liu Innovation in Research Award ,1,0
1123,Society of Skeletal Radiology ,Patrick T. Liu Innovation in Research Award ,1,1
1124,Society of Skeletal Radiology ,Patrick T. Liu Innovation in Research Award ,1,1
1125,Society of Skeletal Radiology ,Patrick T. Liu Innovation in Research Award ,1,1
1126,Society of Skeletal Radiology ,Patrick T. Liu Innovation in Research Award ,1,0
1127,Society of Skeletal Radiology ,Patrick T. Liu Innovation in Research Award ,1,1
1128,Society of Skeletal Radiology ,Patrick T. Liu Innovation in Research Award ,1,1
1129,Society of Skeletal Radiology ,ACR Education Center Award ,1,1
1130,Society of Skeletal Radiology ,ACR Education Center Award ,2,0
1131,Society of Skeletal Radiology ,ACR Education Center Award ,1,1
1132,Society of Skeletal Radiology ,ACR Education Center Award ,2,0
1133,Society of Skeletal Radiology ,ACR Education Center Award ,1,0
1134,Society of Skeletal Radiology ,ACR Education Center Award ,2,0
1135,Society of Skeletal Radiology ,ACR Education Center Award ,1,1
1136,Society of Skeletal Radiology ,ACR Education Center Award ,1,0
1137,Society of Skeletal Radiology ,ACR Education Center Award ,1,1
1138,Society of Skeletal Radiology ,ACR Education Center Award ,1,0
1139,Society of Skeletal Radiology ,ACR Education Center Award ,2,1
1140,Society of Skeletal Radiology ,ACR Education Center Award ,2,2
1141,Society of Skeletal Radiology ,ACR Education Center Award ,1,0
1142,Society of Skeletal Radiology ,ACR Education Center Award ,1,1
1143,Society of Skeletal Radiology ,ACR Education Center Award ,1,0
1144,Society of Skeletal Radiology ,ACR Education Center Award ,2,0
1145,Society of Skeletal Radiology ,ACR Education Center Award ,1,1
1146,Society of Skeletal Radiology ,ACR Education Center Award ,1,1
1147,Society of Skeletal Radiology ,ACR Education Center Award ,1,0
1148,Society of Skeletal Radiology ,AIRP Award ,2,0
1149,Society of Skeletal Radiology ,AIRP Award ,1,0
1150,Society of Skeletal Radiology ,AIRP Award ,1,1
1151,Society of Skeletal Radiology ,AIRP Award ,1,1
1152,Society of Skeletal Radiology ,AIRP Award ,2,0
1153,Society of Skeletal Radiology ,AIRP Award ,2,1
1154,Society of Skeletal Radiology ,AIRP Award ,2,2
1155,Society of Skeletal Radiology ,AIRP Award ,2,0
1156,Society of Skeletal Radiology ,AIRP Award ,1,1
1157,Society of Skeletal Radiology ,AIRP Award ,2,0
1158,Society of Skeletal Radiology ,AIRP Award ,2,0
1159,Society of Skeletal Radiology ,AIRP Award ,2,0
1160,Society of Skeletal Radiology ,AIRP Award ,2,0
1161,Society of Skeletal Radiology ,AIRP Award ,1,1
1162,Society of Skeletal Radiology ,AIRP Award ,2,2
1163,Society of Skeletal Radiology ,AIRP Award ,2,0
1164,Society of Skeletal Radiology ,AIRP Award ,1,0
1165,Society of Skeletal Radiology ,AIRP Award ,1,1
1166,Society of Skeletal Radiology ,AIRP Award ,1,0
1167,Society of Skeletal Radiology ,AIRP Award ,1,0
1168,Society of Skeletal Radiology ,Young Investigaor Award,1,0
1169,Society of Skeletal Radiology ,Young Investigaor Award,1,1
1170,Society of Skeletal Radiology ,Young Investigaor Award,1,0
1171,Society of Skeletal Radiology ,Young Investigaor Award,1,0
1172,Society of Skeletal Radiology ,Young Investigaor Award,1,1
1173,Society of Skeletal Radiology ,Young Investigaor Award,1,0
1174,Society of Skeletal Radiology ,Young Investigaor Award,2,0
1175,Society of Skeletal Radiology ,Young Investigaor Award,2,0
1176,Society of Skeletal Radiology ,Young Investigaor Award,1,1
